Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,HUC 12 Code,Watershed Name,SIC Code,Facility Latitude,Facility Longitude,Pollutant Name,Substance Registry System ID,CAS Number,Average Daily Flow (MGD),Major/Non-Major Status,Contains Potential Outliers?,Total Pounds (lb/yr),Total TWPE (lb-eq/yr),Link to DFR
2019,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Phosphorus,153049,7723140,0.963333333,Major,,778.1,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2019,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Phosphorus,153049,7723140,0.607166667,Non-Major,,718.6163898,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2019,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Ammonia as N,152389,7664417,0.607166667,Non-Major,,388.7247561,0.431484479,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2019,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Ammonia as N,152389,7664417,0.963333333,Major,,153.559922,0.170451513,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2019,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Copper,150086,7440508,0.963333333,Major,,15.38,9.58174,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2019,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Total Residual Chlorine,154328,7782505,0.963333333,Major,Y,0,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total dissolved",,,0.934166667,Major,,5352141.969,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Chloride,205955,16887006,0.934166667,Major,,2537445.963,61.78129301,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Chloride,205955,16887006,0.559783333,Non-Major,,1851332.134,45.07591284,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Sodium,149856,7440235,0.934166667,Major,,1524845.232,8.371699311,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total suspended",,,0.934166667,Major,,22772,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Nitrogen,153122,7727379,0.934166667,Major,,15490,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,"Solids, total suspended",,,0.559783333,Non-Major,,14644.2,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"BOD, carbonaceous, 05 day, 20 C",,,0.934166667,Major,,9392,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Nitrogen,153122,7727379,0.559783333,Non-Major,,8680.445022,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,"BOD, 5-day, 20 deg. C",,,0.559783333,Non-Major,,8552.6538,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Fluoride,206706,16984488,0.934166667,Major,,2028.8,60.864,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Phosphorus,153049,7723140,0.934166667,Major,,1072.4,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Oil and grease,,,0.559783333,Non-Major,,825.24,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Phosphorus,153049,7723140,0.559783333,Non-Major,,677.357704,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Ammonia as N,152389,7664417,0.934166667,Major,,537.5442864,0.596674158,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Ammonia as N,152389,7664417,0.559783333,Non-Major,,367.5469831,0.407977151,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Copper,150086,7440508,0.934166667,Major,,13.22,8.23606,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Oil and grease,,,0.934166667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2020,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Total Residual Chlorine,154328,7782505,0.934166667,Major,Y,0,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total dissolved",,,0.916416667,Major,,4710460.1,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Chloride,205955,16887006,0.916416667,Major,,2285313.148,55.64240709,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Chloride,205955,16887006,0.497491667,Non-Major,,1590021.716,38.71357222,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Sodium,149856,7440235,0.916416667,Major,,1442823.334,7.921383008,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Nitrogen,153122,7727379,0.916416667,Major,,17995,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total suspended",,,0.916416667,Major,,17930,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,"Solids, total suspended",,,0.497491667,Non-Major,,15927.121,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"BOD, carbonaceous, 05 day, 20 C",,,0.916416667,Major,,11140,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Nitrogen,153122,7727379,0.497491667,Non-Major,,9857.179811,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,"BOD, 5-day, 20 deg. C",,,0.497491667,Non-Major,,9281.381,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Oil and grease,,,0.497491667,Non-Major,,3268.35,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Fluoride,206706,16984488,0.916416667,Major,,2378.96,71.3688,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Phosphorus,153049,7723140,0.916416667,Major,,1265.9,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Phosphorus,153049,7723140,0.497491667,Non-Major,,661.9425759,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,WI0023094,1.10017E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Ammonia as N,152389,7664417,0.497491667,Non-Major,,332.0349387,0.368558782,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Ammonia as N,152389,7664417,0.916416667,Major,,152.5117705,0.169288065,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Copper,150086,7440508,0.916416667,Major,,14.09,8.77807,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Oil and grease,,,0.916416667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2021,ICIS,MI0037451,1.1E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Total Residual Chlorine,154328,7782505,0.916416667,Major,Y,0,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2022,ICIS,MI0037451,1.10E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total dissolved",,,0.8525,Major,,3882937.433,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2022,ICIS,MI0037451,1.10E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Chloride,205955,16887006,0.8525,Major,,2080361.267,50.65227432,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2022,ICIS,WI0023094,1.10E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Chloride,205955,16887006,0.499566667,Non-Major,,1589334.48,38.69683951,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2022,ICIS,MI0037451,1.10E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,Sodium,149856,7440235,0.8525,Major,,1242283.759,6.820381421,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2022,ICIS,MI0037451,1.10E+11,HILLSHIRE BRANDS - ZEELAND,ZEELAND,OTTAWA,MI,40500020302,Headwaters Pigeon River,2013,42.918611,-86.028611,"Solids, total suspended",,,0.8525,Major,,17511,0,https://echo.epa.gov/detailed-facility-report?fid=MI0037451&sys=ICP
2022,ICIS,WI0023094,1.10E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,"Solids, total suspended",,,0.499566667,Non-Major,,16160.4634,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
2022,ICIS,WI0023094,1.10E+11,"HILLSHIRE BRANDS, NEW LONDON PLANT",NEW LONDON,OUTAGAMIE,WI,40302021404,Black Otter Lake-Wolf River,2011,44.372922,-88.734057,Nitrogen,153122,7727379,0.499566667,Non-Major,,10934.52748,0,https://echo.epa.gov/detailed-facility-report?fid=WI0023094&sys=ICP
